epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,17091.5,0.74719,0.53645,1.04138,0.90286,0.82824,0.8618,0.65229,0.91197,0.50953,1.02904,0.005347,0.005347,0.005347
96,17274.9,0.75128,0.54355,1.04039,0.92174,0.83108,0.85869,0.65579,0.91348,0.50245,1.0253,0.0052975,0.0052975,0.0052975
97,17457.7,0.7585,0.54531,1.04779,0.92539,0.81703,0.85971,0.65442,0.90552,0.51061,1.01919,0.005248,0.005248,0.005248
98,17634.2,0.75024,0.5402,1.04173,0.92808,0.82208,0.86273,0.65386,0.91249,0.51032,1.02156,0.0051985,0.0051985,0.0051985
99,17815.6,0.74123,0.53349,1.0384,0.93599,0.82702,0.86344,0.65937,0.9016,0.4983,1.02216,0.005149,0.005149,0.005149
100,17999.7,0.74006,0.52866,1.04487,0.92217,0.82902,0.86769,0.65662,0.89498,0.49908,1.01859,0.0050995,0.0050995,0.0050995
101,18180.4,0.74023,0.53142,1.04004,0.91263,0.82633,0.86208,0.65536,0.89621,0.50743,1.01874,0.00505,0.00505,0.00505
102,18360.4,0.74384,0.5221,1.03884,0.93058,0.83113,0.86982,0.662,0.87981,0.49875,1.01082,0.0050005,0.0050005,0.0050005
103,18538.7,0.73541,0.51898,1.03179,0.92858,0.82848,0.86654,0.6579,0.8835,0.49865,1.01159,0.004951,0.004951,0.004951
104,18714.4,0.74506,0.54405,1.04279,0.94207,0.83031,0.86957,0.65733,0.90425,0.49614,1.0185,0.0049015,0.0049015,0.0049015
105,18895.1,0.72963,0.51998,1.02533,0.92976,0.83301,0.86909,0.6586,0.89492,0.49571,1.01592,0.004852,0.004852,0.004852
106,19076.5,0.738,0.52242,1.03558,0.93949,0.82686,0.86637,0.65721,0.8915,0.48782,1.01527,0.0048025,0.0048025,0.0048025
107,19257.3,0.73465,0.51902,1.03664,0.91528,0.83525,0.8664,0.66505,0.88302,0.48998,1.00783,0.004753,0.004753,0.004753
108,19436.3,0.72726,0.51492,1.02932,0.9354,0.82285,0.86561,0.66008,0.89235,0.49099,1.01437,0.0047035,0.0047035,0.0047035
109,19611,0.72154,0.50975,1.02829,0.92543,0.8376,0.87119,0.66025,0.89219,0.49088,1.01242,0.004654,0.004654,0.004654
110,19792.5,0.7214,0.51781,1.0343,0.93395,0.83216,0.86798,0.66024,0.88821,0.48665,1.01039,0.0046045,0.0046045,0.0046045
111,19966.3,0.72424,0.50821,1.03547,0.93762,0.83421,0.86805,0.66032,0.88976,0.48743,1.01044,0.004555,0.004555,0.004555
112,20144.9,0.72847,0.52965,1.03022,0.93168,0.83481,0.86944,0.66422,0.88599,0.48787,1.01053,0.0045055,0.0045055,0.0045055
113,20325.4,0.72649,0.50616,1.03073,0.93418,0.82778,0.86938,0.6619,0.87957,0.48504,1.00771,0.004456,0.004456,0.004456
114,20511.3,0.73149,0.50794,1.02746,0.93334,0.83236,0.87134,0.66414,0.87633,0.48283,1.00427,0.0044065,0.0044065,0.0044065
115,20687.3,0.73075,0.51314,1.03118,0.93633,0.83762,0.87294,0.6675,0.86997,0.47107,1.00347,0.004357,0.004357,0.004357
116,20870.1,0.7259,0.51209,1.0235,0.9141,0.84647,0.87198,0.66683,0.87552,0.47404,1.00614,0.0043075,0.0043075,0.0043075
117,21048.4,0.7258,0.50716,1.02694,0.92803,0.83784,0.87267,0.66732,0.87802,0.47635,1.00659,0.004258,0.004258,0.004258
118,21229.8,0.71586,0.5,1.02581,0.93793,0.8388,0.87375,0.6686,0.87077,0.46956,1.0004,0.0042085,0.0042085,0.0042085
119,21413.8,0.70219,0.502,1.01826,0.93844,0.83833,0.87316,0.66604,0.8783,0.47028,1.00295,0.004159,0.004159,0.004159
120,21593.4,0.71338,0.50004,1.02511,0.94879,0.83271,0.87343,0.66825,0.8785,0.47675,1.0019,0.0041095,0.0041095,0.0041095
121,21781.6,0.70561,0.50233,1.02221,0.94345,0.83306,0.87325,0.66968,0.87207,0.47538,1.00261,0.00406,0.00406,0.00406
122,21960.2,0.70854,0.49937,1.01613,0.92522,0.84432,0.87584,0.67243,0.86193,0.46772,0.99906,0.0040105,0.0040105,0.0040105
123,22139.9,0.70297,0.49803,1.02208,0.9365,0.83976,0.87577,0.67187,0.86465,0.46767,0.99748,0.003961,0.003961,0.003961
124,22318.6,0.70188,0.48796,1.02097,0.95112,0.83157,0.87155,0.66994,0.86406,0.46799,0.99807,0.0039115,0.0039115,0.0039115
125,22502.2,0.70776,0.49231,1.0222,0.93342,0.84141,0.87307,0.67116,0.86197,0.4633,0.99679,0.003862,0.003862,0.003862
126,22684.1,0.70113,0.48529,1.02173,0.94214,0.83716,0.87537,0.67412,0.86229,0.46084,0.99784,0.0038125,0.0038125,0.0038125
127,22865.3,0.70905,0.48785,1.01227,0.94244,0.84362,0.87791,0.67245,0.85974,0.46042,0.99619,0.003763,0.003763,0.003763
128,23043,0.7006,0.48525,1.01357,0.94955,0.84175,0.87718,0.67061,0.86211,0.4572,0.99594,0.0037135,0.0037135,0.0037135
129,23221.7,0.7004,0.47918,1.01346,0.93963,0.84638,0.87882,0.67221,0.85916,0.45862,0.99593,0.003664,0.003664,0.003664
130,23404.4,0.70044,0.47898,1.00921,0.93804,0.8422,0.87674,0.67256,0.85852,0.46116,0.99671,0.0036145,0.0036145,0.0036145
131,23583.3,0.69588,0.4795,1.01239,0.93552,0.84429,0.87496,0.67468,0.86148,0.45844,0.99739,0.003565,0.003565,0.003565
132,23767.8,0.69128,0.47151,1.01564,0.93326,0.84131,0.876,0.67361,0.85773,0.45722,0.99412,0.0035155,0.0035155,0.0035155
133,23950.1,0.69077,0.47879,1.01501,0.93811,0.83973,0.87502,0.673,0.8558,0.45905,0.99311,0.003466,0.003466,0.003466
134,24132.8,0.6797,0.47175,1.0074,0.9468,0.8361,0.87477,0.67417,0.8558,0.45842,0.99169,0.0034165,0.0034165,0.0034165
135,24313,0.69778,0.46956,1.01235,0.94714,0.84226,0.87903,0.6737,0.85583,0.45314,0.99153,0.003367,0.003367,0.003367
136,24492.1,0.68788,0.47125,1.01174,0.93985,0.8446,0.87945,0.67492,0.85296,0.45449,0.99115,0.0033175,0.0033175,0.0033175
137,24670.4,0.67103,0.46112,1.0089,0.93958,0.85008,0.88024,0.67447,0.85206,0.45427,0.99109,0.003268,0.003268,0.003268
138,24849.9,0.6881,0.47148,1.01689,0.94752,0.84724,0.8796,0.6756,0.84769,0.45224,0.9896,0.0032185,0.0032185,0.0032185
