epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,30778.1,0.65762,0.4367,0.99575,0.9463,0.83332,0.8738,0.67364,0.85666,0.4402,0.98251,0.001387,0.001387,0.001387
176,30972.1,0.67057,0.43242,0.99475,0.94616,0.832,0.87406,0.6739,0.85702,0.43922,0.98253,0.0013375,0.0013375,0.0013375
177,31165,0.65445,0.43235,0.99514,0.9463,0.83396,0.87428,0.67482,0.85534,0.43852,0.98191,0.001288,0.001288,0.001288
178,31357.3,0.66268,0.43099,0.9942,0.93775,0.83709,0.875,0.67479,0.85481,0.43691,0.98164,0.0012385,0.0012385,0.0012385
179,31540.6,0.64639,0.42722,0.9973,0.93693,0.83807,0.8749,0.67482,0.85401,0.43644,0.9812,0.001189,0.001189,0.001189
180,31727.9,0.65447,0.43549,0.99393,0.93858,0.83906,0.87461,0.6738,0.85324,0.43541,0.98091,0.0011395,0.0011395,0.0011395
181,31907.2,0.65586,0.42641,0.99328,0.94038,0.83807,0.87415,0.6747,0.85263,0.43453,0.98109,0.00109,0.00109,0.00109
182,32089.8,0.64756,0.44419,0.98965,0.94247,0.83902,0.87663,0.67518,0.85259,0.43445,0.98117,0.0010405,0.0010405,0.0010405
183,32273.8,0.66914,0.46642,0.9965,0.95103,0.83598,0.87559,0.67554,0.85174,0.43491,0.98102,0.000991,0.000991,0.000991
184,32463.2,0.63652,0.41682,0.98599,0.94335,0.8383,0.87618,0.67542,0.85147,0.43525,0.98109,0.0009415,0.0009415,0.0009415
185,32651.8,0.65187,0.42238,0.98612,0.94428,0.83838,0.87692,0.67608,0.85083,0.43517,0.98093,0.000892,0.000892,0.000892
